,HRR,Total Hospital Beds,Total ICU Beds,Available Hospital Beds,Potentially Available Hospital Beds,Available ICU Beds,Potentially Available ICU Beds,Adult Population,Population 65+,Fipscode,Week,Concentration
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-06-23,9.31273986424079
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-06-30,5.166726446850299
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-07-07,16.996787406249513
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-07-14,19.58856499799604
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-07-21,8.308920328996239
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-07-28,40.73073253356444
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-08-04,124.07700926892949
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-08-11,143.63264260639565
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2021-08-18,135.1754670467249
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-02-02,127.55362857532144
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-02-09,72.57051041928587
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-02-16,103.2844380522796
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-02-23,134.57949306014214
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-03-02,92.53312595118769
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-03-09,50.58957126605194
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-03-16,76.52252095254565
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-03-23,93.68864086882172
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-03-30,45.38187759718631
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-04-06,39.59784467208051
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-04-13,124.35290045622082
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-04-20,162.5508420637611
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-04-27,274.76113283260463
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-05-04,362.7010288950426
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-05-11,438.4997599304698
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-05-18,663.5931789410263
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-05-25,766.5473739632689
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-06-01,468.8592958992135
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-06-08,476.00417194463176
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-06-15,462.767779360662
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-06-22,400.9971768849773
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-06-29,515.58293856115
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-07-06,622.9858494534346
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-07-13,852.2566236196641
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-07-20,754.4487071229379
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-07-27,741.9136270567033
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-08-03,836.219041560199
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-08-10,831.9039129889856
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-08-17,826.7593505977619
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-08-24,747.6865265205583
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-08-31,759.2735777876587
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-09-07,1045.4064303368948
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-09-14,799.7086290359656
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-09-28,705.9957396911074
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-10-05,683.8858406049018
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-10-12,666.5044349544352
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-10-19,721.0040623264593
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-10-26,729.7639750619243
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-11-02,613.7272966243071
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-11-09,762.2300147382658
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-11-16,487.9886247561555
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-11-23,674.8689632113076
1,"Akron, OH","1,358",186,518,938,94,140,"547,990","111,042",39153,2022-11-30,869.3030158311536
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-07-14,23.838141145036843
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-07-21,80.23465103692945
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-07-28,165.39461753420144
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-08-04,241.0894268307832
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-08-11,227.7301327704965
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-08-18,233.96243694541656
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2021-08-25,359.3093123061103
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-06-01,236.8340850368033
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-06-08,528.5098771908174
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-06-15,643.3394904229176
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-06-22,651.2943327016987
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-06-29,487.4013830657127
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-07-06,605.5608212603429
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-07-13,683.7892531367197
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-07-20,702.1214738713405
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-07-27,619.3393418318939
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-08-03,648.8596319995967
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-08-10,506.0709317160561
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-08-17,398.0966909215752
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-08-24,354.9542520158616
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-08-31,393.16150356357895
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-09-07,543.7252556247687
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-09-14,379.6664075300882
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-09-28,310.32234199565204
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-10-05,284.48906685318093
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-10-12,370.9020746553552
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-10-19,484.05516424898906
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-10-26,769.9257360935385
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-11-02,900.2074548170516
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-11-09,1038.956425290516
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-11-16,870.2313276171744
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-11-23,829.0113399549001
5,"Albuquerque, NM","2,908",380,"1,102","2,005",161,270,"1,336,795","279,457",35001,2022-11-30,669.3417595063011
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-06-15,870.7715815892136
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-06-22,1202.261935882803
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-06-29,1205.3011983564777
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-07-06,1545.4201145113725
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-07-13,2039.456974898581
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-08-03,909.9521856886546
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-08-10,779.1818941542537
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-08-17,729.3642001451964
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-08-24,899.2283601097262
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-08-31,687.0316371468398
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-09-07,843.591742566522
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-09-14,808.2279787063288
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-09-28,483.6080944605219
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-10-05,313.16792899194905
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-10-12,288.3823192554723
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-10-19,496.9614788185469
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-10-26,379.69819368313625
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-11-02,228.3790966916495
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-11-09,302.65003883757134
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-11-16,589.1677105003099
6,"Alexandria, LA",917,43,402,660,20,31,"221,597","44,519",22079,2022-11-23,570.841106457304
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-06-23,9.877221675797855
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-06-30,10.153399174879777
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-07-07,15.951830179523524
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-07-14,18.51968361529256
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-07-21,63.57423861716263
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-07-28,91.06943516903816
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-08-04,148.8848941927037
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-08-11,206.60955439416463
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2021-08-18,168.2254155164644
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-02-02,349.8905642729997
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-02-09,162.32194977566044
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-02-16,147.45973890239986
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-02-23,121.86540626388437
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-03-02,86.55675139197807
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-03-16,139.53694902565977
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-03-23,147.3281903124666
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-03-30,148.27076801942968
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-04-06,285.7216541701958
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-04-13,436.1791719606854
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-04-20,379.0610333451714
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-05-18,999.9112982022864
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-05-25,1026.8319171948228
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-06-01,770.4904243796444
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-06-08,754.9526199129579
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-06-15,914.3150673902846
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-06-22,796.0356840721014
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-06-29,845.1735186103357
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-07-06,945.8172088090068
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-07-13,880.4038335262098
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-07-20,803.3752568088712
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-08-03,820.9503341251834
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-08-10,802.5771094418274
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-08-17,621.9315996809909
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-08-24,618.1185898081229
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-08-31,792.1355346971299
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-09-07,869.1600196923104
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-09-14,727.8488025901794
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-09-28,800.7746324317135
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-10-05,743.5783994880691
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-10-12,737.4941554348266
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-10-19,585.0306345360019
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-10-26,536.0107865535842
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-11-02,545.1104710235455
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-11-09,539.1982705145884
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-11-16,566.8114115612019
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-11-23,905.6179196087631
13,"Arlington, VA","3,116",450,995,"2,055",173,312,"1,909,537","270,129",51013,2022-11-30,953.8023003680298
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-06-23,61.67017208192023
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-06-30,38.21431780416256
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-07-07,64.91439883619962
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-07-14,117.13103490561096
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-07-21,248.3107904905648
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-07-28,343.65901118947426
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-08-04,308.49504367712865
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-08-11,337.3983757651288
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2021-08-18,420.9141394594846
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-02-02,230.5535294854771
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-02-09,122.41144140205854
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-02-16,87.22477802022952
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-02-23,110.96331241437616
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-03-02,64.67400623840282
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-03-09,39.96992471021562
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-03-16,44.468683752696926
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-03-23,69.20220100102588
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-03-30,86.79666425109002
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-04-06,109.32673399256858
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-04-13,135.6253285009898
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-04-20,116.197967892547
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-04-27,151.94992950733285
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-05-04,168.04482861057554
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-05-11,186.6238022367843
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-05-18,287.3813331208841
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-05-25,351.02566180866387
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-06-01,434.3934308755973
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-06-08,448.3117722355382
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-06-15,515.4247531911527
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-06-22,538.2483709036782
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-06-29,512.0262110539185
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-07-06,571.7803761560264
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-07-13,580.5075020315018
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-07-20,624.2208304532045
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-07-27,530.0842856971648
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-08-03,517.2185435410642
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-08-10,464.04182469696974
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-08-17,423.93180568365005
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-08-24,316.427089170584
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-08-31,289.3674998352914
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-09-07,343.05082479818134
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-09-14,305.72938964231145
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-09-28,209.739849655455
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-10-05,241.3929286533169
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-10-12,324.50468001920507
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-10-19,272.03670262320054
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-10-26,207.12778875242049
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-11-02,323.35651926025884
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-11-09,265.113643663791
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-11-16,397.3821595707124
18,"Austin, TX","2,775",393,"1,003","1,889",161,277,"1,523,446","208,426",48453,2022-11-23,407.7855453060481
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2020-05-06,0.0
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2020-05-13,0.0
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2020-05-20,0.0
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2020-05-27,0.0
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-02-02,1759.552107727242
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-02-09,1196.3319083541548
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-02-16,559.0732676570243
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-02-23,214.33742762396489
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-03-02,241.49612793109816
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-03-09,242.4477280876598
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-03-16,224.78542434287124
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-03-23,250.08151466638267
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-03-30,574.3941613248752
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-04-06,956.9471034165492
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-04-13,820.2463570131872
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-04-20,642.4980513124314
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-04-27,847.1720485728711
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-05-04,848.6294058590593
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-05-11,898.651536297506
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-05-18,1014.2388440952236
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-05-25,1273.0320154326423
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-06-01,845.9187614367305
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-06-08,658.9861692826454
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-06-15,400.1285001281779
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-06-22,421.43122461638944
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-06-29,1108.6036490144636
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-07-06,776.9565239787429
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-07-13,712.192348891418
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-07-20,1025.4699798430122
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-07-27,1067.5860175362232
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-08-03,801.2218274949659
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-08-10,780.2688511140917
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-08-17,852.6004098357007
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-08-24,894.4808311844149
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-08-31,1075.3424680967837
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-09-07,889.8879495558409
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-09-14,1064.0501096470489
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-09-21,1464.3902102806526
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-09-28,1679.766278006342
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-10-05,2007.0980481932347
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-10-12,2787.1509444909475
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-10-19,2485.0498840695577
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-10-26,1057.4229256950368
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-11-02,477.3588627098727
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-11-09,573.883521487708
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-11-16,941.141878520677
21,"Bangor, ME","1,094",100,400,747,28,64,"318,554","77,904",23019,2022-11-23,641.9317667940065
22,"Baton Rouge, LA","2,898",249,"1,159","2,028",119,184,"746,856","127,072",22033,2021-06-16,150.25388303286655
