,HRR,Total Hospital Beds,Total ICU Beds,Available Hospital Beds,Potentially Available Hospital Beds,Available ICU Beds,Potentially Available ICU Beds,Adult Population,Population 65+,Fipscode,Week,Concentration
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-05-05,30.47343809851177
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-05-12,36.16593284435311
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-05-19,54.32199978281032
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-05-26,53.35020483203822
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-06-02,65.5060331116956
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-06-09,14.602185445117827
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-06-16,12.033875217369308
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-06-23,48.13550086947723
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-06-30,23.57693476330824
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-07-07,77.34976059800748
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-07-14,199.00332435862072
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-07-21,412.109518808459
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-07-28,658.5614991078177
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-08-04,637.3658832768873
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-08-11,1175.147786110433
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-08-18,1691.6982164221654
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-08-25,2412.799403418945
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-09-01,4302.569039351302
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-09-08,4673.190288895278
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-09-15,1858.1342981814885
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-09-22,638.2260787531563
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-09-29,647.9901549996861
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-10-06,699.5512866119392
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-10-13,370.5413414553462
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-10-20,238.5805658150548
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-10-27,493.9256999395041
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-11-03,818.9468645443209
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-11-10,813.0256127486088
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-11-17,489.4672710362184
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-11-24,926.5229945806936
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-12-01,2046.607349457061
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-12-08,2372.7580350764874
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-12-15,2203.60312876087
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-12-22,3910.026405930574
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2021-12-29,4705.266929665247
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-01-05,4597.930807475231
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-01-12,7966.719840908555
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-01-19,5965.640172572676
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-01-26,7893.161718764335
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-02-02,7426.887589321369
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-02-09,2655.461748953532
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-02-16,731.0875373011974
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-02-23,255.77488533235496
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-03-02,144.25782222068892
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-03-09,102.74975393798672
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-03-16,73.5457630387986
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-03-23,87.39423238501672
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-03-30,131.33758527535375
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-04-06,239.57834213868705
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-04-13,211.3851391111988
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-04-20,248.8835590425035
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-04-27,329.1092405310488
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-05-04,244.01449121616625
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-05-11,354.02375640030755
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-05-18,643.0569624036201
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-05-25,750.6128554529811
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-06-01,1040.3350167507383
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-06-08,1293.5582424791446
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-06-15,1027.0510644652602
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-06-22,1119.144069601991
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-06-29,1466.0792236942727
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-07-06,1435.543863811807
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-07-13,1769.928224514705
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-07-20,2883.6046852230606
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-07-27,3678.5947655395607
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-08-03,3339.90657001822
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-08-10,1909.7296848208875
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-08-17,1383.7660855846527
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-08-24,2038.652200745831
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-08-31,1907.1994079671392
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-09-07,1612.3656494101094
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-09-14,1139.9138104862943
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-09-28,592.5225253695145
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-10-05,438.7892905173656
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-10-12,470.8323524212831
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-10-19,575.8053411354709
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-10-26,759.6577144117892
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-11-02,1104.361135499313
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-11-09,1435.273295331839
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-11-16,959.5247212696108
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-11-23,1577.8413191700793
49,"Chattanooga, TN","1,928",247,651,"1,290",59,153,"567,490","121,347",47065,2022-11-30,1483.9866227506395
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-06-09,38.59491027150251
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-06-16,70.00116593939272
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-06-23,81.3732539527491
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-06-30,53.16203390020625
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-07-07,71.380888921247
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-07-14,232.9439275119832
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-07-21,649.2559241841869
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-07-28,570.3740101471018
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-08-04,553.8541863198044
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-08-11,914.5295293364788
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2021-08-18,1269.5443828139428
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-05-04,303.6656309278161
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-05-11,602.5769433197421
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-05-18,815.409171336253
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-05-25,833.383456397723
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-06-01,940.2850082690504
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-06-08,1031.6243943767306
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-06-15,882.5814346403845
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-06-22,1060.411814045323
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-06-29,964.01850711516
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-07-06,1101.3835470472695
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-07-13,1155.773144015698
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-07-20,1286.1823367763875
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-07-27,1204.8771674674488
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-08-03,958.85272308206
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-08-10,825.3490918912379
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-08-17,732.0864834910127
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-08-24,593.8446659387522
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-08-31,611.8123955048227
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-09-07,710.4531267893316
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-09-14,611.9219052437933
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-09-28,481.07689778192
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-10-05,371.7471635522932
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-10-12,319.73926360544823
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-10-19,283.9995769450647
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-10-26,326.966596213972
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-11-02,316.8358993217644
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-11-09,296.7155170776101
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-11-16,324.6760639604668
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-11-23,292.620530533472
53,"Clearwater, FL","1,571",160,719,"1,145",44,102,"434,821","131,578",12103,2022-11-30,338.645248656118
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-06-09,232.9662667926635
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-06-16,81.44726028166518
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-06-23,42.549098851361
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-06-30,34.26692703233792
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-07-07,58.14353585986356
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-07-14,91.87770758336968
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-07-21,192.2816182301329
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-07-28,324.3777825754649
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-08-04,700.5772315928908
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-08-11,1023.831946109342
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-11-17,588.3043132189985
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-11-24,1081.462185585619
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-12-01,1343.5230381007368
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-12-08,1049.098975568271
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-12-15,1149.1401425005065
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-12-22,1137.133354974348
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2021-12-29,1941.7667420893392
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-01-05,3539.9738103347186
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-01-12,3768.764355535277
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-01-19,3345.3977857302784
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-01-26,2775.575500150239
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-02-02,1316.4347870962465
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-02-09,506.4444494426472
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-02-16,468.7254911318716
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-03-09,242.4020251720249
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-03-16,135.43927340134815
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-03-23,92.16439474415564
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-03-30,75.69997904021537
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-04-06,121.41707117784108
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-04-13,152.76398570888182
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-04-20,188.56424571936097
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-04-27,279.0802579084266
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-05-04,272.91037167964373
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-05-11,287.9085667601523
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-05-18,636.6241578969391
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-05-25,754.4884950785327
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-06-01,741.5713920552913
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-06-08,606.4682636697224
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-06-15,691.4270154397431
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-06-22,969.0243830214416
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-06-29,781.7492190406703
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-07-06,1043.0641391004797
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-07-13,1214.4985182266366
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-07-20,1217.99668994415
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-07-27,913.5255354397824
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-08-03,1025.808437073773
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-08-10,1171.8043602056566
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-08-17,837.4766483330291
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-08-24,685.2556901178256
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-08-31,899.1522737289624
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-09-07,996.1284076995444
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-09-14,1071.7174815641886
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-09-28,598.9047063617854
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-10-05,456.8305248807056
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-10-12,632.1715990694876
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-10-19,818.9901575391058
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-10-26,523.2347189759839
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-11-02,504.297595664538
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-11-09,609.8129359126468
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-11-16,800.0239026822225
62,"Covington, KY",828,93,280,554,39,66,"327,040","57,022",21117,2022-11-23,746.4011581593237
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2021-07-28,69.5626751129113
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2021-08-04,97.86780240819182
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2021-08-11,200.69528897893576
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2021-08-18,283.1078531852243
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-06-08,252.4675746962142
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-06-15,232.3761424113931
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-06-22,305.58248427459404
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-06-29,307.1793974154773
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-07-06,355.53946160294026
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-07-13,401.5606614881909
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-07-20,433.3057665106566
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-07-27,467.71163930156825
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-08-03,399.8062852032585
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-08-10,363.126375573477
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-08-17,291.9740264564041
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-08-24,330.47352652674
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-08-31,427.4721125735594
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-09-07,466.72942857865
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-09-14,304.4957357205837
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-09-21,158.79166312039897
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-09-28,167.63428233868956
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-10-05,179.48131805390838
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-10-12,185.45571450252604
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-10-19,155.35124164542734
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-10-26,142.53700101031248
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-11-02,171.75176356314864
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-11-09,161.03863743635716
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-11-16,213.59068324599653
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-11-23,292.6125666737046
63,"Dallas, TX","10,585","1,292","3,679","7,132",450,871,"3,918,830","583,050",48113,2022-11-30,499.2527305756876
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-07-21,98.35729178252826
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-07-28,143.3066896454497
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-08-04,286.5148558741066
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-08-11,355.6631463624199
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-08-18,404.2095637371358
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-08-25,410.4342030802181
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-09-01,726.5542325399878
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-09-08,743.6853791163843
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-09-15,934.5022592001068
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-09-22,670.7643200202284
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-09-29,558.5270621707683
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-10-06,509.5358826441211
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-10-13,681.5640099484434
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-10-20,546.005546747192
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-10-27,379.854778765891
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-11-03,324.00897205849526
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-11-10,302.4016997877198
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-11-17,668.5660344750778
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-11-24,1379.165557516856
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-12-01,1250.9762815205215
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-12-08,1320.5172448210235
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-12-15,1283.6804906340385
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-12-22,1057.0599272425109
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2021-12-29,1923.221721248305
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-01-05,3816.965719856653
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-01-12,3974.922931406011
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-01-19,2916.473978068703
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-01-26,1649.3596121832622
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-02-02,1009.1767577527936
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-02-09,524.0559454335709
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-02-16,295.25568897574334
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-02-23,161.59328420483868
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-03-02,119.03829250686842
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-03-09,108.68158320549604
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-03-16,101.47425027435332
69,"Des Moines, IA","2,760",173,"1,193","1,977",76,125,"869,785","168,710",19153,2022-03-23,94.15757568670809
